Observation,Viscosity,Turbidity,Density,Luminescence,Altitude,Attitude,Resistivity,pH,HP,UV absorbance,Taste,Good?
196,2.405697748,1.853361767,1.96277221,1.271182782,1.641101777,0.026539775,7.684164633,3.874711188,1.761273382,2.543154363,2.828668813,1
197,0.089089275,1.030287909,2.547059453,0.932065793,1.762609714,1.723544569,8.052049223,4.512968806,4.266014491,1.256957969,3.640817628,1
198,-1.019771586,0.541803418,1.388924551,0.266960462,-0.910353535,1.419490108,8.728733515,6.746797317,1.250166592,1.629069563,3.698592419,1
199,-0.072313447,1.33580056,4.415033681,2.782330012,-0.052571019,1.694262157,9.819136303,4.191575587,2.722372145,3.031508083,1.87815139,0
200,0.390114144,0.444921231,4.122669613,1.498641941,-0.02483709,-0.218468824,8.920513963,5.1168223,2.321326035,0.882338101,3.468296636,1
201,0.09937293,-0.365976809,3.180070073,3.746180858,-1.369081685,0.128992994,7.510972037,4.280884559,2.421410685,1.713340195,2.454843856,1
202,0.430834198,1.738528635,4.011597235,3.194217851,1.418227301,0.880990881,8.561208145,4.026229903,4.525179286,2.143597017,2.747328916,1
203,1.586329657,2.888633404,2.405508335,4.54565566,0.627680343,2.756280785,9.581821611,4.243410203,4.627693096,0.204090286,0.271923243,1
204,-0.029690214,2.65526282,3.673082105,4.184102149,-0.072736864,1.88383259,9.581342593,2.307320149,1.816159437,0.51596146,2.7189838,1
205,0.142888047,2.12489563,3.054074699,2.683131673,0.560283808,2.438780366,9.688990214,3.936484985,3.034512975,-0.100379904,3.062681014,1
206,0.812974884,0.777678614,2.146958091,2.585017016,1.056376389,1.645154919,9.139741639,3.828702827,4.103849326,0.517520114,1.458403301,1
207,1.374380378,1.964689865,2.632269653,2.644334895,-0.267922147,0.623188699,8.774680464,4.033700997,3.093431745,2.635764962,5.041951963,1
208,0.482499264,2.801618058,3.578049505,1.035507432,0.635509846,1.974180322,8.714070183,4.007341133,2.219481168,2.202211288,2.339462267,1
209,0.383100443,1.821648624,2.488220998,3.482245138,1.280692704,-0.264082208,10.42010459,4.164720409,2.476522147,-0.23653197,3.031615732,1
210,-0.619394573,0.575816205,0.396595532,3.155762126,1.450767382,2.039941567,8.13362816,3.312274636,2.574219097,1.030618248,0.857489916,1
211,-0.10237337,1.779553751,3.016486508,2.538541862,1.848143472,1.811746058,8.718281805,5.135180565,3.522406229,1.940166909,0.95473927,1
212,0.560679554,1.548669053,2.801868286,2.804656778,1.8888506,1.810930831,7.47068156,2.622197083,3.609197505,0.645526661,-0.06233225,1
213,1.049258598,2.381923656,3.77499104,4.835045539,1.723704653,0.851062816,6.569063765,3.488956088,2.887964231,2.994074851,0.055189544,1
214,0.932048482,2.64026317,2.392708343,3.073395378,-0.181017593,1.000326031,7.699935027,4.812074293,2.406203326,0.297492682,0.767763836,1
215,-1.678472949,1.179070983,1.647665619,1.093403277,-0.359228441,0.32452762,9.495365617,3.180446919,0.130487866,0.263079736,1.39234309,1
216,2.805471614,2.911258763,3.407698969,5.303928589,-0.012789853,2.163248524,8.030176844,3.242749599,2.287160724,0.253996998,2.090359926,1
217,0.380724659,2.706581715,4.052772828,1.385649055,0.801294222,2.867118252,6.903101282,3.69024602,1.90769907,-0.711342514,0.598988387,1
218,0.829598514,2.042659543,2.428127731,3.020737194,0.397806661,2.748732654,7.734430729,3.971908441,4.43328162,2.286143539,0.308873287,1
219,1.234767077,2.584333296,1.177672719,0.752190356,1.160766796,0.171498926,7.279934802,4.341809924,1.702715265,1.027355499,1.426311019,1
220,1.392040744,1.546532721,1.238849292,4.104434075,1.221304129,-0.047203722,7.779822648,4.033401247,2.866803431,0.29046745,2.537084246,1
221,0.03465135,2.238138093,2.405924819,2.888598739,-0.024419684,2.113567548,9.315620473,3.022485813,2.401392129,0.310614732,1.172067053,1
222,-1.718472313,2.503380947,1.781904379,4.527256245,1.209492576,1.928910838,8.310819995,3.769295686,1.608007359,1.576417721,1.707210707,1
223,1.044194955,2.73115483,2.688539602,2.673997767,1.034821709,3.231682424,9.393708215,4.052136378,3.939404228,2.399669848,-1.054609141,0
224,-1.220251225,1.182676919,3.22855407,1.242446433,1.740187523,0.658083146,8.872994097,2.805625305,1.696716372,1.528150251,2.378969119,0
225,1.698928802,2.376671557,3.734527234,2.644936549,-0.780391834,0.14455457,6.846813578,2.610823315,3.034270878,1.926386178,1.543971202,1
226,2.777255552,3.720125567,2.439893699,2.996744465,-0.006550727,1.808168152,8.270788393,3.851157362,2.30852193,1.70768696,2.363573258,1
227,0.865002012,-0.670708223,2.448151502,2.939580052,0.811799227,-0.31263984,9.353136233,3.543151754,4.763057655,0.32273354,2.95593576,1
228,0.145702932,3.136534768,2.917746489,1.27372809,1.063752952,2.117740013,9.433745005,2.931533566,3.474743748,0.172432826,2.61404007,1
229,0.846459976,0.730363122,2.796452964,2.418384322,0.183972416,1.226538567,9.123621144,4.31673286,2.022152688,2.243174529,1.413774269,1
230,-0.088528386,1.592030976,3.188456827,3.215999741,1.365776889,0.879891102,8.955370965,4.398505593,3.889808957,-1.256592387,1.574000422,1
231,0.632415112,1.331450025,1.509871336,3.533425853,0.245732236,0.632650558,7.380518104,4.896887264,3.80536186,-0.107031606,0.723872885,1
232,0.422577635,0.143944701,3.283249508,1.477926131,-1.373529376,-0.807844253,6.836405876,4.685028975,4.518387691,0.705476949,0.751647481,1
233,0.321197926,1.534921352,1.717814587,3.484106816,-0.336327621,0.807443232,9.536046633,3.938417472,3.935068326,0.61507458,0.789189478,0
234,-3.370674937,0.983906659,3.464842904,3.302091282,1.225483162,0.399148677,9.045371774,3.515877994,3.405965439,3.27061233,0.757426412,1
235,0.457099846,2.610420316,1.727168272,3.335591446,1.065769176,1.241347304,7.066837803,2.852076827,1.144252308,1.882099103,2.333875319,1
236,0.431152613,3.682822075,2.474143443,2.119424608,2.790697832,0.89073476,9.794553069,4.60106578,2.704475341,0.287047916,4.003981627,1
237,-1.332525943,1.643981394,1.479202729,3.97854146,0.991056303,-0.535915109,8.55322958,3.322474343,3.765926748,0.498454974,3.88900781,1
238,0.353414774,0.761443527,0.909898459,4.07699121,2.327840846,1.874038436,7.27272937,3.637154721,3.668234217,1.513479652,2.282694816,1
239,-0.202852721,0.041740286,1.913930519,2.190282472,0.48460074,1.708669672,6.902386944,4.441150373,2.706690859,0.548391534,1.257042496,1
240,-1.029088079,-0.392796554,1.442294487,1.737982898,1.675092336,2.139312636,7.391097626,3.758827039,5.260337912,1.912102613,3.248089847,1
241,-0.217863242,1.811617301,3.168820305,3.005702329,0.612239977,1.169628908,8.065079526,2.672468993,4.253862913,-0.3103163,1.401704608,1
242,1.321072266,1.837316425,2.439846513,3.920885022,3.153866296,0.758109472,10.26406552,3.868169567,1.270756215,1.090080894,0.692521251,1
243,1.093293696,2.561757172,2.202157444,2.653657155,0.916077285,0.407884107,9.401873703,3.935585441,3.233261936,1.511580895,1.873519307,1
244,1.447658163,0.535026413,3.544425035,2.705152436,1.208301377,2.073189132,8.693457461,4.328432886,2.02346118,0.157268112,-0.722556045,1
245,-1.350568643,1.611969847,2.706764455,3.722076369,2.397032317,0.818583331,9.124101485,4.245782269,2.595703529,1.779847861,1.853961776,1
246,-0.163488048,2.33590523,2.517255032,2.960896689,2.200118886,1.91664597,7.692664065,3.218866427,1.464070241,1.192761852,1.790684233,1
247,1.872946435,1.372934567,1.383729666,2.648522029,1.173147404,0.974576214,7.267799197,2.842477312,1.854368174,0.585672324,2.434534643,1
248,-0.244698034,2.153941306,2.694648037,2.658502812,0.665492605,1.997066651,8.347549296,4.989687769,2.900213825,2.242011919,2.645082493,1
249,0.734819655,3.379153148,1.8969967,2.951526007,1.498297148,2.687087927,7.003583782,3.497286472,3.916058053,0.294899484,3.358342698,1
250,1.220778106,1.678706185,1.579198561,2.96435674,-0.463660095,1.560173853,9.167231927,4.866391633,3.821046358,1.464427992,1.571832557,1
251,-1.878539076,0.373199211,3.05561402,2.330149743,0.859902856,-1.881663326,9.483857835,3.481505097,1.903444636,0.587600176,1.725980667,1
252,0.151516499,3.22860941,2.053356685,2.811751867,0.691675496,1.099555147,7.589144005,3.851391385,3.161410975,2.444183301,1.871593694,1
253,0.150251516,2.791066607,4.318181748,3.39306515,0.303925293,-0.106781415,8.995265604,4.243042007,3.33317841,1.097016564,0.280540026,1
254,0.29765659,3.903932753,2.701593462,3.936904571,-2.441322211,3.320893725,8.373372597,3.694205526,4.429952385,3.138614172,0.548825441,1
255,0.757042293,1.988282274,2.606119898,3.385681524,0.073987218,-0.361916484,8.986837488,6.585046517,1.133672948,-0.076753046,1.698435851,1
256,0.018226235,2.418923605,2.488092455,1.567357417,-0.490402887,1.444724229,9.849068964,2.947524298,0.849857782,-0.190439821,2.37004776,1
257,0.525586841,1.323339612,2.714723721,3.638797396,0.677958046,0.605436522,7.554055071,4.731501099,4.048631207,0.406789885,1.071857964,1
258,1.143735501,2.361309536,2.0264852,3.019310728,-0.86176871,0.466373127,6.88799338,3.690257916,3.708829852,1.612186085,1.074574191,1
259,1.415499401,1.667965286,4.048242937,3.66363204,2.253557422,1.117629388,8.888601036,4.51509628,2.46070151,2.167370673,1.822131303,1
260,0.97204778,1.435179764,2.188231377,3.987452048,2.087416672,2.39324407,11.01546478,3.19903269,3.112077822,1.340278389,1.235519243,1
261,1.202829621,2.14518958,2.134139868,3.326153563,0.700844139,0.722183244,6.756957315,3.903985743,4.557229779,0.748772211,2.987075281,1
262,0.127254972,2.762233332,3.616171999,3.882800815,0.187453756,1.467328361,8.563860526,4.659274968,4.634459251,3.05052681,3.578515525,1
263,0.597568376,2.608376697,3.039948939,2.437185142,-0.184445142,1.110388164,8.100530536,4.934298944,1.827377115,1.230660733,1.004111403,1
264,0.609743382,1.951441908,2.387797401,3.193896729,-0.707940588,2.011565502,8.547570603,5.380996283,2.926232242,0.608371326,1.121985995,1
265,0.051845548,1.466845048,2.148000318,3.855419458,0.628295299,0.627494127,9.74292821,2.976721889,1.366445746,0.767872959,3.169400295,1
266,-0.298704637,1.453558351,2.726982934,3.155959413,0.642866335,3.073260768,7.091227165,3.478616299,4.895792322,2.952390594,2.257506094,1
267,-1.734166652,2.72642669,2.254288466,3.772467533,0.874589992,1.77049839,9.739514879,3.298233944,2.034213197,0.716806569,0.523989067,1
268,-0.811534525,1.351868484,2.312371606,3.802096154,2.191629898,0.377495981,5.502927016,3.593246699,4.533553511,1.318166462,2.213835667,1
269,0.33387365,2.948745518,2.731493679,2.064538748,0.655886809,0.384538741,8.762949326,3.357691469,4.005110284,-1.041297749,2.774078236,1
270,0.723150911,2.486470075,2.007606709,1.967912093,1.41511192,0.833272689,8.020847976,4.965127995,1.861763588,2.482217926,1.737611595,1
271,1.702197299,3.00568585,3.146564316,3.276543374,0.608640212,-0.424652211,8.169934639,2.892038902,3.346502979,1.656528802,1.927519311,1
272,0.985110963,0.212247156,4.179950173,2.84202712,0.341717716,-0.071008978,9.156606715,5.473390316,4.275468343,0.348243684,0.644868954,1
273,0.581659853,1.814056521,1.89387972,2.618558437,1.419777074,1.285019966,9.11489577,3.669672972,2.761120115,1.900001757,2.396118682,1
274,0.97723116,1.814459063,2.323061058,2.278545864,-0.494016936,3.062903245,9.278378161,3.65607654,1.156633967,1.206629176,3.270500055,1
275,1.168399361,2.408619684,3.270012757,2.945433253,-0.217971854,-0.190607042,6.813627121,4.135800338,1.431304111,1.897805821,2.011694312,1
276,1.911548408,0.814669949,0.753149606,3.163467404,-0.112037117,0.311061678,8.027364525,2.358993755,0.660984609,0.866936911,3.580265793,1
277,1.014308244,2.065840308,2.337294277,2.683368612,-0.327838091,1.267497329,9.172517056,2.134670097,1.045709654,0.36566991,-0.025695102,1
278,-0.603215313,1.163046472,4.936655611,1.920130094,2.660026055,1.773298781,6.908631432,3.182743763,3.87207719,1.936876127,1.579619124,1
279,0.621776624,2.569681959,3.448924171,3.518764133,0.317159122,3.090033118,9.060107074,4.238175754,2.340146821,1.098071495,3.117933197,1
280,-2.446227915,3.88718278,2.79549793,1.478253453,1.362278992,1.025727459,8.967582488,2.745052414,1.732363309,0.755187803,2.339307016,1
281,-1.262063673,1.561727914,2.861949362,3.93216298,2.817040988,-0.616021991,6.299685821,3.984614416,2.469446976,1.502132516,2.330233848,1
282,1.183553682,1.528438359,4.232026607,2.866944503,-2.04138512,1.955433388,9.766846721,3.089598244,3.328114749,2.144594662,2.972931939,1
283,-1.54412396,1.830584641,2.024299098,2.869610136,1.296974793,1.094038904,7.327668189,4.366081015,3.381087169,-0.298775716,3.159730853,1
284,0.890943982,2.636846464,4.198266211,1.971811582,-0.487930372,1.675454638,7.834582891,5.051120156,2.407755345,-0.625730848,0.508425826,1
285,1.76103677,2.010484764,3.65093617,3.728322167,-0.033884035,1.056426732,9.060113468,4.676266598,2.696573761,1.508404431,1.18576174,1
286,-0.262280814,1.248161221,3.109054966,4.368959626,0.86971055,0.180437798,9.383644928,3.572694424,2.8957783,2.513048058,1.488539674,1
287,0.475257852,1.545936495,2.807514459,3.37493501,1.079619492,1.698683562,7.609351591,4.548000209,3.922313849,0.602385081,1.633008706,1
288,1.896596555,1.433225146,2.155882568,3.337248626,1.734969576,1.703028019,7.684334657,4.566049047,4.003470556,-0.615927112,2.283482546,1
289,1.367217586,2.050607682,2.764066744,3.384614305,-0.086392455,2.283604487,9.878090231,3.494270979,2.744514662,1.126524337,2.014741475,1
290,0.803418535,2.252524814,0.837348752,4.239463772,0.652850861,2.017654623,7.822262948,5.382845231,3.742283469,1.566343939,2.806966579,1
291,-1.913193431,2.42629355,2.944153837,2.292732439,0.859584247,1.135630914,8.541234612,4.742937421,3.215528402,1.052348753,3.382956272,1
292,0.665374846,2.43811115,4.300480992,2.97017267,0.608733069,0.906585255,8.527404113,4.106931253,3.090907617,1.574518327,2.439960808,1
293,0.542565999,1.447573372,2.32462002,3.434995326,1.242387215,2.832683817,7.69600296,2.492482269,3.312751995,0.550327302,3.199314611,1
294,-0.578284405,3.166073463,0.766095192,3.736000684,-0.429667608,0.967918464,9.340174547,3.697539675,2.276074702,1.806915216,1.935752695,1
295,1.236390743,3.36701804,2.359622317,3.270878457,-0.114504804,2.489263153,8.966284416,3.236612341,3.314181337,0.530338701,1.533468877,1
296,-0.1940529,2.185816528,4.288932203,4.088456345,-0.590222648,2.944759211,7.605224836,4.711080303,3.122603441,1.062275867,2.14915071,1
297,0.554073445,0.38183911,1.745938472,2.826268262,0.407705414,-0.082313241,9.109456831,4.175263583,1.918855984,0.866288032,0.349192137,1
298,2.875419585,3.106307173,2.467166818,3.148696987,2.357289095,3.260689106,7.981635276,2.577374898,2.833124573,-0.035234457,3.516184607,1
299,-2.043122135,0.121265313,5.122165588,3.168233149,1.363519005,1.311858052,7.939587747,5.10951202,3.302865689,-0.292952683,-0.710916515,1
300,1.406501296,2.797043181,2.774455614,5.311520215,-1.72413694,1.350892798,7.819347671,4.613118627,1.712502799,1.046652779,2.313023756,1
301,0.316869294,3.589944438,2.871638097,3.829316266,1.738915572,1.759750361,8.903820705,4.888941694,3.046958765,-0.256440292,0.963935319,1
302,1.218038101,1.829565228,3.273330326,1.780930128,1.240883893,1.801170331,7.248405648,3.865784435,3.289682199,0.656398118,1.725477067,1
303,1.43803098,0.289999052,2.475832825,0.66964121,-0.121184445,2.682831811,9.549091541,5.462014198,2.859835275,0.973571428,1.621660478,1
304,-0.405993189,1.661117602,2.262139973,1.95760416,1.054409665,2.547267425,8.557981408,3.086688379,2.117015072,2.471718335,1.650672764,1
305,2.403646156,2.044176863,4.990963814,2.214547751,1.619178268,0.475910403,7.160865178,3.54267902,3.191423681,1.978140685,1.871609109,1
306,1.350204588,2.298276409,3.522632952,3.82037916,2.498524807,2.267240549,7.711770095,4.781411516,2.637413326,1.758469177,3.362643144,1
307,0.503349432,2.95257645,2.531382714,3.626826125,0.637331408,2.094782573,7.176224353,4.70415831,3.02620057,1.54073691,1.75640584,1
308,0.646223433,2.565810157,1.073570729,3.122449095,1.282241411,2.026577915,8.003772059,2.677998342,3.653873693,1.040663731,0.628984146,1
309,-0.437394152,1.517562617,2.595614643,1.227319354,1.345454203,1.821144889,8.131614036,3.703806162,2.344268273,0.943195212,-0.42026533,0
310,0.747017309,1.148071617,3.671608624,3.497640764,0.517228438,-1.545913564,7.559360085,5.19099845,1.921817365,0.214003225,3.307297984,1
311,-0.324523647,2.570907645,1.89032921,2.903384323,-0.15438748,0.926278043,7.356051162,2.928377274,3.593538592,0.673985086,3.230116773,1
312,0.273727528,0.13112345,2.431159068,3.023066519,1.391651697,0.261642964,6.50988097,3.009132672,2.713392063,-0.351837535,2.712135689,1
313,1.732262465,2.51843939,3.02849359,3.375468587,1.732191816,1.50966477,6.940467637,2.434073723,2.368736634,0.971996742,1.988775139,1
314,-0.750137533,2.182319958,3.494866506,2.520986429,2.719835819,0.17824523,8.900389845,5.178417375,2.026511735,-0.475287268,2.428637846,1
315,0.464344069,1.803748936,1.86572159,2.508570836,-0.101996814,-0.770286328,8.710962064,2.89812867,3.920634852,1.913943021,3.218809821,1
316,0.263900705,0.6556627,3.454338409,2.171626752,0.47521895,0.327792554,7.526120475,3.310158271,2.19072222,1.621532707,3.298788733,0
317,2.161499679,1.699012451,2.844640561,4.07172175,0.803312753,1.167025219,8.986332572,3.163206662,1.73089251,1.243081645,3.077161127,1
318,0.912252806,1.427524233,3.507361355,2.522407993,0.655640045,2.423105164,7.664371844,4.264870399,4.067095755,0.787260635,0.254031435,1
319,0.453778202,3.055519286,2.433821733,3.018664321,1.923948602,0.656046813,9.280168818,1.662410898,3.992210309,2.433852539,2.443342549,1
320,0.731758837,2.411377755,3.378861207,3.602969109,0.646704272,0.31994772,7.881307653,4.541790562,2.096870969,1.071965832,2.693631032,1
321,0.616340602,2.859650187,3.166599269,2.817068337,1.579368092,1.207474699,9.136934941,5.070032779,3.472775759,1.989158909,1.593035679,1
322,1.923205017,2.277278149,3.985321851,0.52666574,1.140665112,1.871346628,5.428205445,2.208351285,3.078372781,-1.18277309,3.228785087,1
323,-1.147540298,1.916445561,4.210582846,1.997534779,0.168406721,2.57959764,8.698384136,4.497510668,3.928689943,-0.143955385,0.564702859,1
324,0.828356828,0.813628162,4.065356325,2.35804245,1.167660845,1.369831066,8.694731011,3.846642915,3.140012464,0.764906762,4.23134501,1
325,-0.932069131,0.554807365,2.273600605,4.639341259,0.720539991,1.457560297,8.501433849,5.653626876,2.791766126,0.117547726,3.022734845,1
326,1.886132394,1.839309593,1.905059326,1.276665595,1.414917434,1.875287425,7.470576984,4.608353604,2.49347857,-0.015836821,1.215233101,1
327,0.213177323,0.456380735,3.463619677,2.883322414,1.388933139,1.964373154,7.597138895,4.861870963,3.558843517,0.37634812,0.365541746,1
328,-0.987177289,0.737178281,2.970972029,4.36650614,1.942989766,1.624366565,8.729082128,0.786331543,1.823293818,1.495021448,1.451618973,1
329,-0.483974148,2.766092061,3.015382853,4.213161705,2.045722621,0.132692795,9.027471703,4.86934382,2.754548372,0.886539733,2.373224517,1
330,-0.670736453,1.267441725,1.480654111,4.253498881,0.963847318,1.866688937,8.676283879,4.486516226,1.764152852,1.798990591,1.074979796,1
331,-1.519180684,1.547408007,3.326491469,1.221806391,1.175258421,1.680029145,9.564386757,3.930721207,2.027419704,1.871239804,1.205485589,1
332,0.980237879,2.294577339,2.679607047,3.304583017,1.217449095,2.177739558,8.112156189,3.402443414,2.627189243,0.726387653,1.948289936,1
333,1.058069342,3.236291959,2.556224191,3.310211786,0.681962888,0.3884541,6.177472804,4.873840751,2.949791567,2.389566888,2.348169691,1
334,0.947549944,2.615727626,3.66777622,3.264997713,2.576064442,2.668138969,9.711022695,4.432596381,1.536836704,0.490571274,3.275959435,1
335,0.242207671,0.773750883,3.254854281,1.980679692,1.156150159,1.960763065,8.802529158,5.41175619,1.768706549,0.6052476,1.545545973,1
336,0.724390671,1.843336189,1.931322619,1.840329584,0.158355303,2.476325456,9.741468857,3.120205979,3.918579877,0.717061557,2.290095944,1
337,0.31479671,1.695351243,2.633897823,2.883060623,1.717941033,0.670398298,8.228698813,3.868837521,2.897453508,2.03738402,1.45100403,1
338,0.134118587,1.382063489,3.552733945,2.601627367,1.331729906,1.013055644,7.925943372,4.338673234,2.581230189,0.065801431,2.913769398,1
339,1.345727727,1.717560212,1.464242981,2.885969637,1.115123724,3.005548329,8.509179093,2.23672083,3.550215376,1.46268713,2.364451418,1
340,0.207398828,3.006209985,2.202625662,4.077952439,2.626707266,0.569913094,9.214082393,2.764405782,1.545554114,2.025009836,1.664118995,1
341,0.54920076,1.457966809,0.977856694,2.880919875,0.875949791,3.159398205,7.24688796,3.933256175,3.339899165,-0.554352809,1.624962886,1
342,1.432903463,1.466819722,2.386089307,3.073540072,1.885486175,0.964592299,7.141091059,3.655294654,0.808616225,0.783790335,2.822734859,1
343,0.646879674,0.982677325,3.570192426,4.02989099,1.810738683,1.011620173,9.219814454,6.217396354,2.828484268,2.371288738,0.729561662,1
344,-1.681491118,3.854575833,2.372584417,2.089337268,1.091094826,1.602178356,9.753083652,3.77442373,3.222026392,-0.172830393,1.730909716,1
345,-0.62879051,2.235029995,2.635945153,3.248617879,0.145088382,-0.632130226,8.415032071,4.295930251,4.826229983,0.488498842,0.969521731,1
346,-0.212641615,3.946918432,2.741377816,4.060834078,1.442412917,-0.211119721,9.208013394,4.794504626,4.971389453,0.515230169,0.204307198,1
347,1.653839595,1.60075834,1.914152693,1.8394979,1.241011076,-0.678729417,9.78114729,3.684058364,2.46861635,1.922036042,2.792469962,1
348,-1.169638495,2.157625869,1.889230631,4.213708046,0.71887627,-0.829095257,7.760644529,4.752817089,3.826325111,2.893556924,2.841930233,1
349,-0.116063712,3.018905592,2.255426959,4.241254801,0.436546148,0.947453203,7.728486829,3.948536435,2.01348195,1.399086349,2.697942096,1
350,-0.607700613,2.335753909,3.93003805,3.992600564,2.307028972,1.779174933,8.880551595,4.725020473,4.291798506,2.04318631,1.411274156,1
351,0.820053314,2.373961179,3.150212882,0.858610147,1.72110379,1.023641771,7.860739422,2.228715698,1.607546915,0.929815518,2.272984124,1
352,0.451529133,1.922177545,3.13525351,3.051073124,-0.745741715,0.992912,9.033532642,3.11180824,1.616139893,0.176969597,2.543682955,1
353,0.198749489,2.339489401,1.958879281,1.312451882,-0.02400697,1.442423487,8.285390932,3.797061956,3.06062801,1.614550455,1.44635989,1
354,-0.544732842,2.041207981,1.853584932,1.402896836,-1.088898002,2.375530972,7.777558221,3.715221387,3.018593011,1.870600696,2.07070515,1
355,-0.093378601,0.465052205,2.753159401,4.758787407,1.530861564,1.344556755,8.926335414,3.088602645,2.993698422,2.061750452,1.420897009,1
356,-0.371313452,2.474334048,0.99354965,2.818923119,1.092182297,2.181864989,8.043047758,6.607836667,3.917917804,2.542776612,2.605351834,1
357,1.430906339,3.026174636,2.797558764,3.421813736,2.354637726,2.956754288,9.340596029,3.45430798,3.986555676,1.649441607,1.18461757,1
358,2.523114941,2.273694751,3.586654262,2.318204306,-1.288545942,1.70442963,7.755232458,5.734503738,1.499576069,0.501342065,2.128370881,1
359,0.821340442,1.697427119,3.392326146,4.937944759,1.790989841,-0.578573551,8.844359899,3.451318079,2.949123044,1.325924561,3.376817668,1
360,-0.292499205,0.691315751,2.828784109,2.724700738,1.006961552,1.668102958,7.770338656,4.148136347,2.338184498,1.366873852,2.646195968,1
361,-0.596268114,0.883075149,2.90256361,3.754413622,2.294023042,2.236191336,8.261828205,5.000386697,3.32584967,2.387039121,0.414431049,1
362,-1.070934131,2.0894817,4.093397856,1.895640146,-0.6935254,0.713453248,8.697821286,3.613728337,2.394891772,0.707487636,2.928738541,1
363,0.608606072,4.177874108,3.215904068,3.110794628,1.171346707,-0.960497975,7.942054913,4.748945207,2.366019157,1.844796389,2.145826049,1
364,-0.138725888,1.863842689,1.336178905,1.893805734,2.337032579,0.582483495,6.652042864,4.730665688,4.585129543,0.695613821,2.129664217,1
365,1.313057859,1.07724389,3.371690919,2.87344715,0.783065972,1.402355135,7.603516057,3.589030053,3.026873727,1.967457049,3.060437987,1
366,2.527627561,1.092347632,3.833344499,2.338970021,1.157140319,1.917583834,9.844756064,2.479882658,3.963313588,2.956837033,2.113135574,1
367,0.230910659,2.021948138,4.002494669,4.513872911,1.896523647,0.986588656,10.06879552,4.22270213,1.331972784,1.836316921,3.221703301,1
368,-2.197337478,3.948343379,1.801164897,3.07353883,1.586876972,2.163593419,7.774230562,3.523105138,2.972988477,-0.794939333,2.814856413,1
369,1.317861848,2.49464075,1.341334464,4.264441987,2.136266883,0.833047674,8.823902452,2.815484274,2.280934247,0.701375617,1.665819736,1
370,0.997703673,1.963534819,1.361629917,3.677428123,-0.209149099,-0.975869633,9.740580774,3.293027063,3.59451453,1.127734209,1.388764976,1
371,-0.194471246,1.828798552,1.597300201,2.843472205,0.366983737,0.237906016,7.137123436,4.147305412,2.11275005,-0.474607552,2.755023186,1
372,-0.955171049,2.864499166,4.319823307,3.041567524,2.090041499,1.736697512,6.948434244,3.101535236,2.460450969,2.051399124,2.775175356,1
373,-0.491047579,1.907699037,1.337865786,4.477514444,0.775750397,1.345991543,8.58426092,4.782353992,1.470409344,1.212154675,0.760866321,1
374,1.979279455,3.219699374,2.980811583,3.155519546,1.243675617,3.669788609,9.116578983,6.186274792,1.579427606,1.553545539,1.59168426,1
375,1.757702348,0.454363027,2.623118767,3.370852852,2.023358646,-0.085428562,8.834432412,2.909942104,2.837085702,2.053511588,1.171191336,1
376,-0.721706023,0.080778103,2.928406749,3.378723195,1.017761888,-0.601827767,8.351817049,4.206679291,2.968092571,1.231510291,3.750564234,1
377,0.068496311,1.693873521,3.514888491,4.580255308,0.379110696,0.635716087,8.276153623,2.587982895,4.373106409,2.456346413,1.810113402,1
378,0.516989325,0.520923557,3.107987691,2.441648293,0.080582969,-0.72162793,7.33245081,6.014043209,3.542949887,0.323379583,2.656668582,1
379,-0.142362174,2.404730116,2.597051022,1.991937034,0.784466256,1.64910041,8.412523507,3.65036608,2.292471024,-0.991609264,3.424460726,1
380,0.467131157,1.83476877,2.976381507,2.161670935,0.668884195,2.762770065,7.66804189,3.313789614,2.083756225,1.595096525,3.531380154,1
381,-0.391860174,2.217090754,1.831262779,3.181407307,2.353983121,2.331980799,8.413057614,3.925427502,2.576291388,1.244996409,3.980262962,1
382,1.925602164,1.047589089,2.938745437,2.559587209,1.083520546,-0.009844572,7.53109765,3.691889357,2.258981174,-0.705420856,2.174333935,1
383,-0.189618805,2.250811297,3.97276721,2.362069883,-0.428089225,0.836666245,8.274657401,2.854087841,3.544076104,2.625246264,3.070381655,1
384,-0.230847454,1.632819242,3.874413525,3.755073249,-0.204339845,0.834506222,8.019812449,4.421482718,2.932256553,1.007879357,3.164683208,1
385,0.046308983,4.52911296,3.726804969,1.566051036,1.694528481,2.011261814,7.769969191,5.277700418,2.080794048,1.083024125,-0.414012195,0
386,-0.729796821,0.835197374,1.476125004,1.095239343,-0.055161264,0.019198959,8.355988874,4.190629926,1.535826853,1.369505949,1.480703757,1
387,1.119236679,2.700580713,2.612081467,1.738393317,2.06567883,1.979081446,8.131040201,2.976352678,1.42352149,2.133407509,2.647651428,1
388,-0.210860813,2.871873582,-0.054366205,3.260468642,-0.896775518,2.087162732,7.668510492,6.457188292,2.447389504,-1.609121391,1.339338332,1
389,-0.595919778,4.20670032,3.098258797,1.179574678,0.077937946,0.949095291,7.471511366,3.956307817,0.557722139,0.034757704,2.301921351,1
390,-0.260334355,0.910581267,1.770025471,0.925197503,1.080831388,0.510584948,9.186656888,2.459039983,2.560088576,1.664326577,2.375720233,1
391,2.552089394,1.363803588,3.015180447,4.652132165,2.207555004,-0.256766413,10.12213686,4.265931152,3.25299408,2.079354767,1.858375185,1
